data,category_type
https://www.trustpilot.com/categories/kilt_shop_and_hire,Online Stores
https://www.trustpilot.com/categories/souvenir_store,Online Stores
https://www.trustpilot.com/categories/grocery_store,Online Stores
https://www.trustpilot.com/categories/candy_store,Online Stores
https://www.trustpilot.com/categories/indian_grocery_store,Online Stores
https://www.trustpilot.com/categories/bedding_store,Online Stores
https://www.trustpilot.com/categories/winter_sports_store,Online Stores
https://www.trustpilot.com/categories/rug_store,Online Stores
https://www.trustpilot.com/categories/warehouse_store,Online Stores
https://www.trustpilot.com/categories/dance_store,Online Stores
https://www.trustpilot.com/categories/electronics_manufacturer,Online Stores
https://www.trustpilot.com/categories/cell_phone_accessory_store,Online Stores
https://www.trustpilot.com/categories/costume_store,Online Stores
https://www.trustpilot.com/categories/used_appliance_store,Online Stores
https://www.trustpilot.com/categories/restaurant_supply_store,Online Stores
https://www.trustpilot.com/categories/silk_store,Online Stores
https://www.trustpilot.com/categories/denim_wear_store,Online Stores
https://www.trustpilot.com/categories/fireplace_store,Online Stores
https://www.trustpilot.com/categories/formal_clothing_store,Online Stores
https://www.trustpilot.com/categories/bike_accessories_store,Online Stores
https://www.trustpilot.com/categories/used_clothing_store,Online Stores
https://www.trustpilot.com/categories/second_hand_shop,Online Stores
https://www.trustpilot.com/categories/bicycle_store,Online Stores
https://www.trustpilot.com/categories/orthopedic_shoe_store,Online Stores
https://www.trustpilot.com/categories/flag_store,Online Stores
https://www.trustpilot.com/categories/massage_supply_store,Online Stores
https://www.trustpilot.com/categories/leather_coats_store,Online Stores
https://www.trustpilot.com/categories/record_store,Online Stores
https://www.trustpilot.com/categories/trophy_shop,Online Stores
https://www.trustpilot.com/categories/battery_store,Online Stores
https://www.trustpilot.com/categories/glassware_store,Online Stores
https://www.trustpilot.com/categories/liquor_store,Online Stores
https://www.trustpilot.com/categories/pawn_shop,Online Stores
https://www.trustpilot.com/categories/consignment_shop,Online Stores
https://www.trustpilot.com/categories/dive_shop,Online Stores
https://www.trustpilot.com/categories/magazine_store,Online Stores
